period,state,stateName,technology,sector,sectorName,capacity,customers,capacity-units,customers-units
2019,HI,Hawaii,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,HI,Hawaii,Other Technologies,COM,commercial,0,0,megawatts,number of customers
2019,HI,Hawaii,Other Technologies,IND,industrial,.049,1,megawatts,number of customers
2019,HI,Hawaii,Other Technologies,RES,residential,0,0,megawatts,number of customers
2019,HI,Hawaii,Other Technologies,TOT,all sectors,.049,1,megawatts,number of customers
2019,HI,Hawaii,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,HI,Hawaii,Photovoltaic,COM,commercial,118.708,3635,megawatts,number of customers
2019,HI,Hawaii,Photovoltaic,IND,industrial,1.466,32,megawatts,number of customers
2019,HI,Hawaii,Photovoltaic,RES,residential,401.976,79309,megawatts,number of customers
2019,HI,Hawaii,Photovoltaic,TOT,all sectors,522.15,82976,megawatts,number of customers
2019,HI,Hawaii,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,HI,Hawaii,Wind,COM,commercial,.096,10,megawatts,number of customers
2019,HI,Hawaii,Wind,IND,industrial,.167,3,megawatts,number of customers
2019,HI,Hawaii,Wind,RES,residential,.082,28,megawatts,number of customers
2019,HI,Hawaii,Wind,TOT,all sectors,.345,41,megawatts,number of customers
2019,HI,Hawaii,Wind,TRN,transportation,0,0,megawatts,number of customers
2019,IA,Iowa,All Technologies,COM,commercial,73.5,2374,megawatts,number of customers
2019,IA,Iowa,All Technologies,IND,industrial,2.591,30,megawatts,number of customers
2019,IA,Iowa,All Technologies,RES,residential,41.633,4910,megawatts,number of customers
2019,IA,Iowa,All Technologies,TOT,all sectors,117.724,7314,megawatts,number of customers
2019,IA,Iowa,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,IA,Iowa,Other Technologies,COM,commercial,1.144,57,megawatts,number of customers
2019,IA,Iowa,Other Technologies,IND,industrial,.077,1,megawatts,number of customers
2019,IA,Iowa,Other Technologies,RES,residential,1.413,142,megawatts,number of customers
2019,IA,Iowa,Other Technologies,TOT,all sectors,2.634,200,megawatts,number of customers
2019,IA,Iowa,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,IA,Iowa,Photovoltaic,COM,commercial,66.314,2202,megawatts,number of customers
2019,IA,Iowa,Photovoltaic,IND,industrial,2.414,23,megawatts,number of customers
2019,IA,Iowa,Photovoltaic,RES,residential,37.498,4402,megawatts,number of customers
2019,IA,Iowa,Photovoltaic,TOT,all sectors,106.226,6627,megawatts,number of customers
2019,IA,Iowa,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,IA,Iowa,Wind,COM,commercial,6.037,114,megawatts,number of customers
2019,IA,Iowa,Wind,IND,industrial,.1,6,megawatts,number of customers
2019,IA,Iowa,Wind,RES,residential,1.799,166,megawatts,number of customers
2019,IA,Iowa,Wind,TOT,all sectors,7.936,286,megawatts,number of customers
2019,IA,Iowa,Wind,TRN,transportation,0,0,megawatts,number of customers
2019,ID,Idaho,All Technologies,COM,commercial,4.479,269,megawatts,number of customers
2019,ID,Idaho,All Technologies,IND,industrial,2.044,34,megawatts,number of customers
2019,ID,Idaho,All Technologies,RES,residential,38.552,6452,megawatts,number of customers
2019,ID,Idaho,All Technologies,TOT,all sectors,45.075,6755,megawatts,number of customers
2019,ID,Idaho,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,ID,Idaho,Other Technologies,COM,commercial,.15,5,megawatts,number of customers
2019,ID,Idaho,Other Technologies,IND,industrial,0,0,megawatts,number of customers
2019,ID,Idaho,Other Technologies,RES,residential,.078,10,megawatts,number of customers
2019,ID,Idaho,Other Technologies,TOT,all sectors,.228,15,megawatts,number of customers
2019,ID,Idaho,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,ID,Idaho,Photovoltaic,COM,commercial,4.233,247,megawatts,number of customers
2019,ID,Idaho,Photovoltaic,IND,industrial,2.004,33,megawatts,number of customers
2019,ID,Idaho,Photovoltaic,RES,residential,38.009,6281,megawatts,number of customers
2019,ID,Idaho,Photovoltaic,TOT,all sectors,44.246,6561,megawatts,number of customers
2019,ID,Idaho,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,ID,Idaho,Wind,COM,commercial,.096,17,megawatts,number of customers
2019,ID,Idaho,Wind,IND,industrial,.04,1,megawatts,number of customers
2019,ID,Idaho,Wind,RES,residential,.422,121,megawatts,number of customers
2019,ID,Idaho,Wind,TOT,all sectors,.558,139,megawatts,number of customers
2019,ID,Idaho,Wind,TRN,transportation,0,0,megawatts,number of customers
2019,IL,Illinois,All Technologies,COM,commercial,75.111,1062,megawatts,number of customers
2019,IL,Illinois,All Technologies,IND,industrial,2.636,2,megawatts,number of customers
2019,IL,Illinois,All Technologies,RES,residential,87.055,10964,megawatts,number of customers
2019,IL,Illinois,All Technologies,TOT,all sectors,164.801,12028,megawatts,number of customers
2019,IL,Illinois,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,IL,Illinois,Other Technologies,COM,commercial,1.2,1,megawatts,number of customers
2019,IL,Illinois,Other Technologies,IND,industrial,2.6,1,megawatts,number of customers
2019,IL,Illinois,Other Technologies,RES,residential,0,0,megawatts,number of customers
2019,IL,Illinois,Other Technologies,TOT,all sectors,3.8,2,megawatts,number of customers
2019,IL,Illinois,Other Technologies,TRN,transportation,,,megawatts,number of customers
2019,IL,Illinois,Photovoltaic,COM,commercial,69.797,1023,megawatts,number of customers
2019,IL,Illinois,Photovoltaic,IND,industrial,.036,1,megawatts,number of customers
2019,IL,Illinois,Photovoltaic,RES,residential,86.18,10808,megawatts,number of customers
2019,IL,Illinois,Photovoltaic,TOT,all sectors,156.012,11832,megawatts,number of customers
2019,IL,Illinois,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,IL,Illinois,Wind,COM,commercial,3.114,37,megawatts,number of customers
2019,IL,Illinois,Wind,IND,industrial,0,0,megawatts,number of customers
2019,IL,Illinois,Wind,RES,residential,.875,156,megawatts,number of customers
2019,IL,Illinois,Wind,TOT,all sectors,3.989,193,megawatts,number of customers
2019,IL,Illinois,Wind,TRN,transportation,0,0,megawatts,number of customers
2019,IN,Indiana,All Technologies,COM,commercial,54.982,496,megawatts,number of customers
2019,IN,Indiana,All Technologies,IND,industrial,4.666,12,megawatts,number of customers
2019,IN,Indiana,All Technologies,RES,residential,42.323,3686,megawatts,number of customers
2019,IN,Indiana,All Technologies,TOT,all sectors,101.972,4194,megawatts,number of customers
2019,IN,Indiana,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,IN,Indiana,Other Technologies,COM,commercial,.309,6,megawatts,number of customers
2019,IN,Indiana,Other Technologies,IND,industrial,.744,1,megawatts,number of customers
2019,IN,Indiana,Other Technologies,RES,residential,2.211,8,megawatts,number of customers
2019,IN,Indiana,Other Technologies,TOT,all sectors,3.264,15,megawatts,number of customers
2019,IN,Indiana,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,IN,Indiana,Photovoltaic,COM,commercial,51.525,468,megawatts,number of customers
2019,IN,Indiana,Photovoltaic,IND,industrial,3.017,8,megawatts,number of customers
2019,IN,Indiana,Photovoltaic,RES,residential,38.608,3561,megawatts,number of customers
2019,IN,Indiana,Photovoltaic,TOT,all sectors,93.151,4037,megawatts,number of customers
2019,IN,Indiana,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,IN,Indiana,Wind,COM,commercial,3.148,22,megawatts,number of customers
2019,IN,Indiana,Wind,IND,industrial,.905,3,megawatts,number of customers
2019,IN,Indiana,Wind,RES,residential,1.404,114,megawatts,number of customers
2019,IN,Indiana,Wind,TOT,all sectors,5.457,139,megawatts,number of customers
2019,IN,Indiana,Wind,TRN,transportation,0,0,megawatts,number of customers
2019,KS,Kansas,All Technologies,COM,commercial,12.557,274,megawatts,number of customers
2019,KS,Kansas,All Technologies,IND,industrial,.17,2,megawatts,number of customers
2019,KS,Kansas,All Technologies,RES,residential,16.121,1885,megawatts,number of customers
2019,KS,Kansas,All Technologies,TOT,all sectors,28.848,2161,megawatts,number of customers
2019,KS,Kansas,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,KS,Kansas,Other Technologies,COM,commercial,.01,1,megawatts,number of customers
2019,KS,Kansas,Other Technologies,IND,industrial,0,0,megawatts,number of customers
2019,KS,Kansas,Other Technologies,RES,residential,.002,1,megawatts,number of customers
2019,KS,Kansas,Other Technologies,TOT,all sectors,.012,2,megawatts,number of customers
2019,KS,Kansas,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,KS,Kansas,Photovoltaic,COM,commercial,9.744,234,megawatts,number of customers
2019,KS,Kansas,Photovoltaic,IND,industrial,0,0,megawatts,number of customers
2019,KS,Kansas,Photovoltaic,RES,residential,15.345,1777,megawatts,number of customers
2019,KS,Kansas,Photovoltaic,TOT,all sectors,25.089,2011,megawatts,number of customers
2019,KS,Kansas,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,KS,Kansas,Wind,COM,commercial,2.753,38,megawatts,number of customers
2019,KS,Kansas,Wind,IND,industrial,.17,2,megawatts,number of customers
2019,KS,Kansas,Wind,RES,residential,.713,102,megawatts,number of customers
2019,KS,Kansas,Wind,TOT,all sectors,3.636,142,megawatts,number of customers
2019,KS,Kansas,Wind,TRN,transportation,0,0,megawatts,number of customers
2019,KY,Kentucky,All Technologies,COM,commercial,3.477,191,megawatts,number of customers
2019,KY,Kentucky,All Technologies,IND,industrial,.062,3,megawatts,number of customers
2019,KY,Kentucky,All Technologies,RES,residential,12.142,1525,megawatts,number of customers
2019,KY,Kentucky,All Technologies,TOT,all sectors,15.681,1719,megawatts,number of customers
2019,KY,Kentucky,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,KY,Kentucky,Other Technologies,COM,commercial,0,0,megawatts,number of customers
2019,KY,Kentucky,Other Technologies,IND,industrial,.03,1,megawatts,number of customers
2019,KY,Kentucky,Other Technologies,RES,residential,0,0,megawatts,number of customers
2019,KY,Kentucky,Other Technologies,TOT,all sectors,.03,1,megawatts,number of customers
2019,KY,Kentucky,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,KY,Kentucky,Photovoltaic,COM,commercial,3.469,188,megawatts,number of customers
2019,KY,Kentucky,Photovoltaic,IND,industrial,.032,2,megawatts,number of customers
2019,KY,Kentucky,Photovoltaic,RES,residential,12.054,1472,megawatts,number of customers
2019,KY,Kentucky,Photovoltaic,TOT,all sectors,15.555,1662,megawatts,number of customers
2019,KY,Kentucky,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,KY,Kentucky,Wind,COM,commercial,.008,3,megawatts,number of customers
2019,KY,Kentucky,Wind,IND,industrial,0,0,megawatts,number of customers
2019,KY,Kentucky,Wind,RES,residential,.037,13,megawatts,number of customers
2019,KY,Kentucky,Wind,TOT,all sectors,.045,16,megawatts,number of customers
2019,KY,Kentucky,Wind,TRN,transportation,0,0,megawatts,number of customers
2019,LA,Louisiana,All Technologies,COM,commercial,9.862,951,megawatts,number of customers
2019,LA,Louisiana,All Technologies,IND,industrial,.126,9,megawatts,number of customers
2019,LA,Louisiana,All Technologies,RES,residential,134.99,26887,megawatts,number of customers
2019,LA,Louisiana,All Technologies,TOT,all sectors,144.978,27847,megawatts,number of customers
2019,LA,Louisiana,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,LA,Louisiana,Other Technologies,COM,commercial,.025,1,megawatts,number of customers
2019,LA,Louisiana,Other Technologies,IND,industrial,0,0,megawatts,number of customers
2019,LA,Louisiana,Other Technologies,RES,residential,0,0,megawatts,number of customers
2019,LA,Louisiana,Other Technologies,TOT,all sectors,.025,1,megawatts,number of customers
2019,LA,Louisiana,Other Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,LA,Louisiana,Photovoltaic,COM,commercial,9.837,950,megawatts,number of customers
2019,LA,Louisiana,Photovoltaic,IND,industrial,.126,9,megawatts,number of customers
2019,LA,Louisiana,Photovoltaic,RES,residential,134.967,26881,megawatts,number of customers
2019,LA,Louisiana,Photovoltaic,TOT,all sectors,144.93,27840,megawatts,number of customers
2019,LA,Louisiana,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,LA,Louisiana,Wind,COM,commercial,0,0,megawatts,number of customers
2019,LA,Louisiana,Wind,IND,industrial,0,0,megawatts,number of customers
2019,LA,Louisiana,Wind,RES,residential,.023,6,megawatts,number of customers
2019,LA,Louisiana,Wind,TOT,all sectors,.023,6,megawatts,number of customers
2019,LA,Louisiana,Wind,TRN,transportation,0,0,megawatts,number of customers
2019,MA,Massachusetts,All Technologies,COM,commercial,1307.33,4862,megawatts,number of customers
2019,MA,Massachusetts,All Technologies,IND,industrial,68.893,246,megawatts,number of customers
2019,MA,Massachusetts,All Technologies,RES,residential,639.156,95163,megawatts,number of customers
2019,MA,Massachusetts,All Technologies,TOT,all sectors,2015.379,100271,megawatts,number of customers
2019,MA,Massachusetts,All Technologies,TRN,transportation,0,0,megawatts,number of customers
2019,MA,Massachusetts,Other Technologies,COM,commercial,30.109,42,megawatts,number of customers
2019,MA,Massachusetts,Other Technologies,IND,industrial,2,1,megawatts,number of customers
2019,MA,Massachusetts,Other Technologies,RES,residential,.369,105,megawatts,number of customers
2019,MA,Massachusetts,Other Technologies,TOT,all sectors,32.478,148,megawatts,number of customers
2019,MA,Massachusetts,Other Technologies,TRN,transportation,,,megawatts,number of customers
2019,MA,Massachusetts,Photovoltaic,COM,commercial,865.36,4334,megawatts,number of customers
2019,MA,Massachusetts,Photovoltaic,IND,industrial,64.025,237,megawatts,number of customers
2019,MA,Massachusetts,Photovoltaic,RES,residential,638.097,94960,megawatts,number of customers
2019,MA,Massachusetts,Photovoltaic,TOT,all sectors,1567.482,99531,megawatts,number of customers
2019,MA,Massachusetts,Photovoltaic,TRN,transportation,0,0,megawatts,number of customers
2019,MA,Massachusetts,Wind,COM,commercial,58.002,80,megawatts,number of customers
2019,MA,Massachusetts,Wind,IND,industrial,2.868,8,megawatts,number of customers
2019,MA,Massachusetts,Wind,RES,residential,.491,77,megawatts,number of customers
2019,MA,Massachusetts,Wind,TOT,all sectors,61.361,165,megawatts,number of customers
